Year,Quarter,Month,Day,Average of VIC_JUV_max,Average of VIC_TEEN_max
2020,Qtr 3,September,5,0.00%,0.00%
2020,Qtr 3,September,8,0.00%,4.00%
2020,Qtr 3,September,9,0.00%,0.00%
2020,Qtr 3,September,10,2.00%,4.00%
2020,Qtr 3,September,11,3.23%,0.00%
2020,Qtr 3,September,12,0.00%,0.00%
2020,Qtr 3,September,13,0.00%,20.00%
2020,Qtr 3,September,14,3.03%,6.06%
2020,Qtr 3,September,15,3.23%,3.23%
2020,Qtr 3,September,16,9.09%,0.00%
2020,Qtr 3,September,17,2.00%,4.00%
2020,Qtr 3,September,18,0.00%,4.88%
2020,Qtr 3,September,21,1.41%,5.63%
2020,Qtr 3,September,22,5.66%,1.89%
2020,Qtr 3,September,23,0.00%,0.00%
2020,Qtr 3,September,24,0.00%,2.00%
2020,Qtr 3,September,25,7.14%,0.00%
2020,Qtr 3,September,26,0.00%,0.00%
2020,Qtr 3,September,28,2.70%,2.70%
2020,Qtr 3,September,29,0.00%,4.00%
2020,Qtr 3,September,30,0.00%,6.06%
2020,Qtr 4,October,1,0.00%,0.00%
2020,Qtr 4,October,2,0.00%,0.00%
2020,Qtr 4,October,4,0.00%,0.00%
2020,Qtr 4,October,5,0.00%,0.00%
2020,Qtr 4,October,6,0.00%,0.00%
2020,Qtr 4,October,7,3.57%,0.00%
2020,Qtr 4,October,8,0.00%,0.00%
2020,Qtr 4,October,9,2.50%,2.50%
2020,Qtr 4,October,10,0.00%,0.00%
2020,Qtr 4,October,12,0.00%,25.00%
2020,Qtr 4,October,13,4.84%,3.23%
2020,Qtr 4,October,14,1.96%,1.96%
2020,Qtr 4,October,15,0.00%,0.00%
2020,Qtr 4,October,16,0.00%,0.00%
2020,Qtr 4,October,17,0.00%,0.00%
2020,Qtr 4,October,19,1.54%,3.08%
2020,Qtr 4,October,20,4.88%,2.44%
2020,Qtr 4,October,21,8.33%,8.33%
2020,Qtr 4,October,22,0.00%,0.00%
2020,Qtr 4,October,23,0.00%,2.63%
2020,Qtr 4,October,24,0.00%,0.00%
2020,Qtr 4,October,25,0.00%,0.00%
2020,Qtr 4,October,26,2.33%,0.00%
2020,Qtr 4,October,27,3.13%,0.00%
2020,Qtr 4,October,28,0.00%,3.45%
2020,Qtr 4,October,29,3.13%,0.00%
2020,Qtr 4,October,30,0.00%,6.25%
2020,Qtr 4,October,31,0.00%,0.00%
2020,Qtr 4,November,2,3.39%,1.69%
2020,Qtr 4,November,3,5.26%,2.63%
2020,Qtr 4,November,4,0.00%,0.00%
2020,Qtr 4,November,5,0.00%,0.00%
2020,Qtr 4,November,6,0.00%,0.00%
2020,Qtr 4,November,7,0.00%,0.00%
2020,Qtr 4,November,8,0.00%,0.00%
2020,Qtr 4,November,9,0.00%,0.00%
2020,Qtr 4,November,10,0.00%,2.63%
2020,Qtr 4,November,12,16.33%,2.04%
2020,Qtr 4,November,13,4.55%,0.00%
2020,Qtr 4,November,14,0.00%,0.00%
2020,Qtr 4,November,15,0.00%,0.00%
2020,Qtr 4,November,16,0.00%,0.00%
2020,Qtr 4,November,17,1.45%,5.80%
2020,Qtr 4,November,18,4.76%,2.38%
2020,Qtr 4,November,19,0.00%,2.86%
2020,Qtr 4,November,20,0.00%,0.00%
2020,Qtr 4,November,21,0.00%,0.00%
2020,Qtr 4,November,23,2.63%,2.63%
2020,Qtr 4,November,24,3.45%,0.00%
2020,Qtr 4,November,25,0.00%,2.94%
2020,Qtr 4,November,27,0.00%,0.00%
2020,Qtr 4,November,28,1.64%,0.00%
2020,Qtr 4,November,29,0.00%,0.00%
2020,Qtr 4,November,30,0.00%,0.00%
2020,Qtr 4,December,1,6.52%,2.17%
2020,Qtr 4,December,2,0.00%,2.94%
2020,Qtr 4,December,3,4.76%,4.76%
2020,Qtr 4,December,4,6.67%,3.33%
2020,Qtr 4,December,5,0.00%,0.00%
2020,Qtr 4,December,6,0.00%,0.00%
2020,Qtr 4,December,7,4.35%,0.00%
2020,Qtr 4,December,8,1.79%,1.79%
2020,Qtr 4,December,9,0.00%,2.22%
2020,Qtr 4,December,10,10.20%,6.12%
2020,Qtr 4,December,11,0.00%,0.00%
2020,Qtr 4,December,12,0.00%,0.00%
2020,Qtr 4,December,14,0.00%,1.96%
2020,Qtr 4,December,15,2.70%,2.70%
2020,Qtr 4,December,16,9.09%,4.55%
2020,Qtr 4,December,17,7.69%,0.00%
2020,Qtr 4,December,18,2.70%,2.70%
2020,Qtr 4,December,20,0.00%,0.00%
2020,Qtr 4,December,21,0.00%,0.00%
2020,Qtr 4,December,22,6.12%,2.04%
2020,Qtr 4,December,23,0.00%,0.00%
2020,Qtr 4,December,24,11.11%,0.00%
2020,Qtr 4,December,28,0.00%,0.00%
2020,Qtr 4,December,29,0.00%,0.00%
2020,Qtr 4,December,30,0.00%,7.69%
2020,Qtr 4,December,31,0.00%,0.00%
2021,Qtr 1,January,4,2.50%,2.50%
2021,Qtr 1,January,5,3.13%,0.00%
2021,Qtr 1,January,6,7.32%,2.44%
2021,Qtr 1,January,7,2.50%,5.00%
2021,Qtr 1,January,8,0.00%,5.00%
2021,Qtr 1,January,10,0.00%,0.00%
2021,Qtr 1,January,11,1.67%,5.00%
2021,Qtr 1,January,12,0.00%,0.00%
2021,Qtr 1,January,13,0.00%,0.00%
2021,Qtr 1,January,14,3.03%,0.00%
2021,Qtr 1,January,15,0.00%,0.00%
2021,Qtr 1,January,17,0.00%,100.00%
2021,Qtr 1,January,18,0.00%,0.00%
2021,Qtr 1,January,19,2.13%,4.26%
2021,Qtr 1,January,20,5.45%,0.00%
2021,Qtr 1,January,21,2.86%,2.86%
2021,Qtr 1,January,22,2.50%,2.50%
2021,Qtr 1,January,25,0.00%,0.00%
2021,Qtr 1,January,26,2.63%,5.26%
2021,Qtr 1,January,27,0.00%,0.00%
2021,Qtr 1,January,28,3.13%,3.13%
2021,Qtr 1,January,29,2.50%,0.00%
2021,Qtr 1,January,30,0.00%,0.00%
2021,Qtr 1,February,1,4.55%,4.55%
2021,Qtr 1,February,2,11.43%,2.86%
2021,Qtr 1,February,3,0.00%,7.69%
2021,Qtr 1,February,4,0.00%,2.44%
2021,Qtr 1,February,5,4.17%,4.17%
2021,Qtr 1,February,8,0.00%,0.00%
2021,Qtr 1,February,9,5.00%,2.50%
2021,Qtr 1,February,10,0.00%,0.00%
2021,Qtr 1,February,11,0.00%,0.00%
2021,Qtr 1,February,12,20.00%,0.00%
2021,Qtr 1,February,16,5.26%,0.00%
2021,Qtr 1,February,17,3.92%,0.00%
2021,Qtr 1,February,18,0.00%,6.25%
2021,Qtr 1,February,19,4.17%,0.00%
2021,Qtr 1,February,22,1.72%,1.72%
2021,Qtr 1,February,23,0.00%,0.00%
2021,Qtr 1,February,24,0.00%,0.00%
2021,Qtr 1,February,25,0.00%,0.00%
2021,Qtr 1,February,26,0.00%,0.00%
2021,Qtr 1,February,27,0.00%,0.00%
2021,Qtr 1,March,1,4.88%,2.44%
2021,Qtr 1,March,2,0.00%,2.08%
2021,Qtr 1,March,3,2.38%,0.00%
2021,Qtr 1,March,4,0.00%,0.00%
2021,Qtr 1,March,5,0.00%,0.00%
2021,Qtr 1,March,7,0.00%,0.00%
2021,Qtr 1,March,8,0.00%,0.00%
2021,Qtr 1,March,9,0.00%,2.33%
2021,Qtr 1,March,10,5.56%,5.56%
2021,Qtr 1,March,11,3.13%,0.00%
2021,Qtr 1,March,12,0.00%,0.00%
2021,Qtr 1,March,14,0.00%,0.00%
2021,Qtr 1,March,15,3.45%,0.00%
2021,Qtr 1,March,16,0.00%,0.00%
2021,Qtr 1,March,17,0.00%,3.57%
2021,Qtr 1,March,18,9.38%,0.00%
2021,Qtr 1,March,19,2.70%,0.00%
2021,Qtr 1,March,22,1.72%,0.00%
2021,Qtr 1,March,23,2.33%,4.65%
2021,Qtr 1,March,24,0.00%,0.00%
2021,Qtr 1,March,25,0.00%,2.33%
2021,Qtr 1,March,26,0.00%,3.85%
2021,Qtr 1,March,27,0.00%,50.00%
2021,Qtr 1,March,29,2.04%,2.04%
2021,Qtr 1,March,30,5.26%,3.51%
2021,Qtr 1,March,31,0.00%,0.00%
2021,Qtr 2,April,1,5.41%,0.00%
2021,Qtr 2,April,2,0.00%,5.41%
2021,Qtr 2,April,5,0.00%,0.00%
2021,Qtr 2,April,6,5.88%,0.00%
2021,Qtr 2,April,7,0.00%,0.00%
2021,Qtr 2,April,8,0.00%,0.00%
2021,Qtr 2,April,9,0.00%,0.00%
2021,Qtr 2,April,10,0.00%,0.00%
2021,Qtr 2,April,11,0.00%,0.00%
2021,Qtr 2,April,12,5.56%,0.00%
2021,Qtr 2,April,13,0.00%,2.63%
2021,Qtr 2,April,14,9.76%,0.00%
2021,Qtr 2,April,15,6.00%,6.00%
2021,Qtr 2,April,16,0.00%,5.26%
2021,Qtr 2,April,17,0.00%,0.00%
2021,Qtr 2,April,19,0.00%,2.56%
2021,Qtr 2,April,20,1.32%,0.00%
2021,Qtr 2,April,21,5.56%,0.00%
2021,Qtr 2,April,22,0.00%,0.00%
2021,Qtr 2,April,23,0.00%,0.00%
2021,Qtr 2,April,26,5.71%,0.00%
2021,Qtr 2,April,27,0.00%,3.03%
2021,Qtr 2,April,28,0.00%,0.00%
2021,Qtr 2,April,29,0.00%,4.17%
2021,Qtr 2,April,30,4.76%,0.00%
2021,Qtr 2,May,3,0.00%,2.56%
2021,Qtr 2,May,4,3.57%,0.00%
2021,Qtr 2,May,5,0.00%,2.86%
2021,Qtr 2,May,6,2.44%,4.88%
2021,Qtr 2,May,7,0.00%,0.00%
2021,Qtr 2,May,10,0.00%,2.33%
2021,Qtr 2,May,11,0.00%,2.13%
2021,Qtr 2,May,12,0.00%,2.08%
2021,Qtr 2,May,13,3.03%,0.00%
2021,Qtr 2,May,14,2.86%,2.86%
2021,Qtr 2,May,15,0.00%,0.00%
2021,Qtr 2,May,16,0.00%,0.00%
2021,Qtr 2,May,17,0.00%,1.85%
2021,Qtr 2,May,18,4.55%,2.27%
2021,Qtr 2,May,19,0.00%,0.00%
2021,Qtr 2,May,20,1.64%,1.64%
2021,Qtr 2,May,21,7.14%,0.00%
2021,Qtr 2,May,22,0.00%,0.00%
2021,Qtr 2,May,23,100.00%,100.00%
2021,Qtr 2,May,24,14.63%,4.88%
2021,Qtr 2,May,25,4.92%,3.28%
2021,Qtr 2,May,26,4.55%,0.00%
2021,Qtr 2,May,27,0.00%,2.86%
2021,Qtr 2,May,28,0.00%,5.00%
2021,Qtr 2,May,29,100.00%,0.00%
2021,Qtr 2,June,1,1.22%,1.22%
2021,Qtr 2,June,2,0.00%,2.08%
2021,Qtr 2,June,3,0.00%,0.00%
2021,Qtr 2,June,4,5.13%,2.56%
2021,Qtr 2,June,5,0.00%,0.00%
2021,Qtr 2,June,7,0.00%,0.00%
2021,Qtr 2,June,8,10.87%,4.35%
2021,Qtr 2,June,9,2.44%,0.00%
2021,Qtr 2,June,10,5.56%,0.00%
2021,Qtr 2,June,11,0.00%,2.44%
2021,Qtr 2,June,14,0.00%,2.44%
2021,Qtr 2,June,15,1.82%,0.00%
2021,Qtr 2,June,16,2.13%,0.00%
2021,Qtr 2,June,17,0.00%,2.94%
2021,Qtr 2,June,18,0.00%,12.50%
2021,Qtr 2,June,19,0.00%,0.00%
2021,Qtr 2,June,20,0.00%,0.00%
2021,Qtr 2,June,21,0.00%,2.38%
2021,Qtr 2,June,22,1.56%,6.25%
2021,Qtr 2,June,23,2.27%,2.27%
2021,Qtr 2,June,24,0.00%,3.85%
2021,Qtr 2,June,25,3.70%,3.70%
2021,Qtr 2,June,26,0.00%,0.00%
2021,Qtr 2,June,28,0.00%,2.00%
2021,Qtr 2,June,29,0.00%,0.00%
2021,Qtr 2,June,30,0.00%,5.00%
2021,Qtr 3,July,1,5.71%,5.71%
2021,Qtr 3,July,2,0.00%,0.00%
2021,Qtr 3,July,4,0.00%,0.00%
2021,Qtr 3,July,5,0.00%,0.00%
2021,Qtr 3,July,6,2.20%,3.30%
2021,Qtr 3,July,7,0.00%,0.00%
2021,Qtr 3,July,8,8.77%,5.26%
2021,Qtr 3,July,9,2.04%,0.00%
2021,Qtr 3,July,10,0.00%,0.00%
2021,Qtr 3,July,12,0.00%,3.33%
2021,Qtr 3,July,13,0.00%,1.82%
2021,Qtr 3,July,14,6.67%,0.00%
2021,Qtr 3,July,15,8.57%,2.86%
2021,Qtr 3,July,16,0.00%,4.00%
2021,Qtr 3,July,19,2.00%,2.00%
2021,Qtr 3,July,20,4.44%,2.22%
2021,Qtr 3,July,21,2.78%,0.00%
2021,Qtr 3,July,22,0.00%,4.65%
2021,Qtr 3,July,23,4.65%,0.00%
2021,Qtr 3,July,26,4.00%,4.00%
2021,Qtr 3,July,27,4.76%,4.76%
2021,Qtr 3,July,28,0.00%,0.00%
2021,Qtr 3,July,29,0.00%,0.00%
2021,Qtr 3,July,30,8.11%,5.41%
2021,Qtr 3,July,31,0.00%,0.00%
2021,Qtr 3,August,1,0.00%,100.00%
2021,Qtr 3,August,2,3.03%,0.00%
2021,Qtr 3,August,3,2.08%,4.17%
2021,Qtr 3,August,4,6.82%,4.55%
2021,Qtr 3,August,5,3.77%,1.89%
2021,Qtr 3,August,6,0.00%,0.00%
2021,Qtr 3,August,7,0.00%,0.00%
2021,Qtr 3,August,8,0.00%,0.00%
2021,Qtr 3,August,9,0.00%,0.00%
2021,Qtr 3,August,10,5.13%,0.00%
2021,Qtr 3,August,11,4.17%,2.08%
2021,Qtr 3,August,12,1.96%,1.96%
2021,Qtr 3,August,13,4.88%,2.44%
2021,Qtr 3,August,15,0.00%,0.00%
2021,Qtr 3,August,16,2.13%,2.13%
2021,Qtr 3,August,17,0.00%,2.13%
2021,Qtr 3,August,18,0.00%,0.00%
2021,Qtr 3,August,19,2.27%,9.09%
2021,Qtr 3,August,20,4.65%,2.33%
2021,Qtr 3,August,21,0.00%,0.00%
2021,Qtr 3,August,23,2.50%,2.50%
2021,Qtr 3,August,24,0.00%,0.00%
2021,Qtr 3,August,25,0.00%,10.71%
2021,Qtr 3,August,26,0.00%,3.23%
2021,Qtr 3,August,27,6.90%,6.90%
2021,Qtr 3,August,30,0.00%,8.70%
2021,Qtr 3,August,31,4.17%,0.00%
2021,Qtr 3,September,1,0.00%,0.00%
2021,Qtr 3,September,2,0.00%,1.96%
2021,Qtr 3,September,3,0.00%,0.00%
2021,Qtr 3,September,4,0.00%,0.00%
2021,Qtr 3,September,7,16.33%,2.04%
2021,Qtr 3,September,8,4.76%,0.00%
2021,Qtr 3,September,9,2.13%,0.00%
2021,Qtr 3,September,10,3.13%,4.69%
2021,Qtr 3,September,11,0.00%,0.00%
2021,Qtr 3,September,12,0.00%,0.00%
2021,Qtr 3,September,13,0.00%,2.50%
2021,Qtr 3,September,14,4.08%,2.04%
2021,Qtr 3,September,15,0.00%,4.55%
2021,Qtr 3,September,16,4.76%,0.00%
2021,Qtr 3,September,17,0.00%,2.70%
2021,Qtr 3,September,18,0.00%,0.00%
2021,Qtr 3,September,19,0.00%,0.00%
2021,Qtr 3,September,20,0.00%,0.00%
2021,Qtr 3,September,21,6.45%,9.68%
2021,Qtr 3,September,22,6.45%,3.23%
2021,Qtr 3,September,23,5.00%,0.00%
2021,Qtr 3,September,24,0.00%,7.69%
2021,Qtr 3,September,27,3.92%,0.00%
2021,Qtr 3,September,28,5.88%,1.96%
2021,Qtr 3,September,29,5.56%,1.39%
2021,Qtr 3,September,30,2.38%,2.38%
2021,Qtr 4,October,1,0.00%,0.00%
2021,Qtr 4,October,4,12.50%,3.57%
2021,Qtr 4,October,5,4.00%,0.00%
2021,Qtr 4,October,6,0.00%,0.00%
2021,Qtr 4,October,7,0.00%,0.00%
2021,Qtr 4,October,8,0.00%,0.00%
2021,Qtr 4,October,9,0.00%,0.00%
2021,Qtr 4,October,10,0.00%,0.00%
2021,Qtr 4,October,11,0.00%,0.00%
2021,Qtr 4,October,12,0.00%,0.00%
2021,Qtr 4,October,13,3.39%,3.39%
2021,Qtr 4,October,14,5.26%,7.89%
2021,Qtr 4,October,15,5.56%,11.11%
2021,Qtr 4,October,16,11.11%,0.00%
2021,Qtr 4,October,18,3.85%,0.00%
2021,Qtr 4,October,19,6.90%,0.00%
2021,Qtr 4,October,20,0.00%,1.61%
2021,Qtr 4,October,21,0.00%,2.00%
2021,Qtr 4,October,22,3.92%,1.96%
2021,Qtr 4,October,24,0.00%,0.00%
2021,Qtr 4,October,25,0.00%,3.33%
2021,Qtr 4,October,26,5.13%,0.00%
2021,Qtr 4,October,27,8.00%,0.00%
2021,Qtr 4,October,28,0.00%,2.78%
2021,Qtr 4,October,29,6.25%,0.00%
2021,Qtr 4,October,30,0.00%,0.00%
2021,Qtr 4,October,31,0.00%,2.00%
2021,Qtr 4,November,1,1.56%,1.56%
2021,Qtr 4,November,2,0.00%,0.00%
2021,Qtr 4,November,3,0.00%,0.00%
2021,Qtr 4,November,4,0.00%,3.03%
2021,Qtr 4,November,5,0.00%,0.00%
2021,Qtr 4,November,6,0.00%,0.00%
2021,Qtr 4,November,7,0.00%,0.00%
2021,Qtr 4,November,8,3.13%,3.13%
2021,Qtr 4,November,9,0.00%,0.00%
2021,Qtr 4,November,10,0.00%,3.13%
2021,Qtr 4,November,11,0.00%,0.00%
2021,Qtr 4,November,12,2.94%,2.94%
2021,Qtr 4,November,13,0.00%,0.00%
2021,Qtr 4,November,14,2.38%,0.00%
2021,Qtr 4,November,15,0.00%,5.88%
2021,Qtr 4,November,16,0.00%,0.00%
2021,Qtr 4,November,17,5.26%,0.00%
2021,Qtr 4,November,18,0.00%,2.94%
2021,Qtr 4,November,19,0.00%,0.00%
2021,Qtr 4,November,20,0.00%,2.27%
2021,Qtr 4,November,21,0.00%,0.00%
2021,Qtr 4,November,22,4.17%,0.00%
2021,Qtr 4,November,23,0.00%,3.85%
2021,Qtr 4,November,24,0.00%,0.00%
2021,Qtr 4,November,26,0.00%,0.00%
2021,Qtr 4,November,27,0.00%,0.00%
2021,Qtr 4,November,28,0.00%,0.00%
2021,Qtr 4,November,29,4.55%,4.55%
2021,Qtr 4,November,30,2.17%,4.35%
2021,Qtr 4,December,1,0.00%,0.00%
2021,Qtr 4,December,2,12.50%,0.00%
2021,Qtr 4,December,3,0.00%,0.00%
2021,Qtr 4,December,4,0.00%,0.00%
2021,Qtr 4,December,5,0.00%,0.00%
2021,Qtr 4,December,6,2.22%,0.00%
2021,Qtr 4,December,7,2.56%,2.56%
2021,Qtr 4,December,8,0.00%,0.00%
2021,Qtr 4,December,9,2.22%,0.00%
2021,Qtr 4,December,10,3.13%,0.00%
2021,Qtr 4,December,11,0.00%,0.00%
2021,Qtr 4,December,12,0.00%,0.00%
2021,Qtr 4,December,13,3.70%,7.41%
2021,Qtr 4,December,14,4.55%,0.00%
2021,Qtr 4,December,15,0.00%,5.26%
2021,Qtr 4,December,16,0.00%,0.00%
2021,Qtr 4,December,17,8.33%,5.56%
2021,Qtr 4,December,18,0.00%,0.00%
2021,Qtr 4,December,19,0.00%,0.00%
2021,Qtr 4,December,20,0.00%,0.00%
2021,Qtr 4,December,21,5.00%,5.00%
2021,Qtr 4,December,22,3.70%,3.70%
2021,Qtr 4,December,23,0.00%,0.00%
2021,Qtr 4,December,24,0.00%,0.00%
2021,Qtr 4,December,27,8.33%,4.17%
2021,Qtr 4,December,28,2.70%,0.00%
2021,Qtr 4,December,29,5.26%,0.00%
2021,Qtr 4,December,30,6.25%,0.00%
2022,Qtr 1,January,2,0.00%,7.14%
2022,Qtr 1,January,3,2.56%,0.00%
2022,Qtr 1,January,4,14.29%,4.76%
2022,Qtr 1,January,5,0.00%,0.00%
2022,Qtr 1,January,6,9.52%,4.76%
2022,Qtr 1,January,7,23.81%,4.76%
2022,Qtr 1,January,8,0.00%,0.00%
2022,Qtr 1,January,9,0.00%,0.00%
2022,Qtr 1,January,10,2.86%,2.86%
2022,Qtr 1,January,11,7.14%,3.57%
2022,Qtr 1,January,12,3.33%,10.00%
2022,Qtr 1,January,13,11.36%,9.09%
2022,Qtr 1,January,14,0.00%,6.90%
2022,Qtr 1,January,15,0.00%,0.00%
2022,Qtr 1,January,16,0.00%,0.00%
2022,Qtr 1,January,17,0.00%,0.00%
2022,Qtr 1,January,18,2.38%,4.76%
2022,Qtr 1,January,19,4.65%,4.65%
2022,Qtr 1,January,20,13.89%,2.78%
2022,Qtr 1,January,21,6.45%,3.23%
2022,Qtr 1,January,22,0.00%,0.00%
2022,Qtr 1,January,23,0.00%,0.00%
2022,Qtr 1,January,24,0.00%,0.00%
2022,Qtr 1,January,25,0.00%,2.44%
2022,Qtr 1,January,26,3.13%,0.00%
2022,Qtr 1,January,27,3.85%,0.00%
2022,Qtr 1,January,28,5.56%,2.78%
2022,Qtr 1,January,29,0.00%,0.00%
2022,Qtr 1,January,30,0.00%,0.00%
2022,Qtr 1,January,31,6.06%,0.00%
2022,Qtr 1,February,1,0.00%,5.56%
2022,Qtr 1,February,2,2.94%,0.00%
2022,Qtr 1,February,3,0.00%,9.09%
2022,Qtr 1,February,4,2.56%,2.56%
2022,Qtr 1,February,5,0.00%,0.00%
2022,Qtr 1,February,6,0.00%,0.00%
2022,Qtr 1,February,7,2.38%,0.00%
2022,Qtr 1,February,8,0.00%,0.00%
2022,Qtr 1,February,9,2.86%,5.71%
2022,Qtr 1,February,10,0.00%,0.00%
2022,Qtr 1,February,11,3.03%,0.00%
2022,Qtr 1,February,12,0.00%,0.00%
2022,Qtr 1,February,13,0.00%,0.00%
2022,Qtr 1,February,14,0.00%,3.33%
2022,Qtr 1,February,15,0.00%,5.88%
2022,Qtr 1,February,16,4.35%,0.00%
2022,Qtr 1,February,17,0.00%,2.63%
2022,Qtr 1,February,18,10.00%,0.00%
2022,Qtr 1,February,19,0.00%,0.00%
2022,Qtr 1,February,20,0.00%,0.00%
2022,Qtr 1,February,21,0.00%,0.00%
2022,Qtr 1,February,22,6.67%,0.00%
2022,Qtr 1,February,23,0.00%,5.41%
2022,Qtr 1,February,24,6.06%,3.03%
2022,Qtr 1,February,25,4.00%,0.00%
2022,Qtr 1,February,26,0.00%,0.00%
2022,Qtr 1,February,27,3.45%,0.00%
2022,Qtr 1,February,28,2.86%,0.00%
2022,Qtr 1,March,1,5.88%,0.00%
2022,Qtr 1,March,2,6.25%,3.13%
2022,Qtr 1,March,3,0.00%,0.00%
2022,Qtr 1,March,4,0.00%,0.00%
2022,Qtr 1,March,5,0.00%,0.00%
2022,Qtr 1,March,6,6.25%,0.00%
2022,Qtr 1,March,7,1.92%,0.00%
2022,Qtr 1,March,8,6.67%,0.00%
2022,Qtr 1,March,9,7.69%,0.00%
2022,Qtr 1,March,10,0.00%,0.00%
2022,Qtr 1,March,11,2.13%,0.00%
2022,Qtr 1,March,12,0.00%,0.00%
2022,Qtr 1,March,13,0.00%,8.33%
2022,Qtr 1,March,14,3.13%,3.13%
2022,Qtr 1,March,15,2.44%,0.00%
2022,Qtr 1,March,16,21.43%,0.00%
2022,Qtr 1,March,17,5.00%,0.00%
2022,Qtr 1,March,18,0.00%,0.00%
2022,Qtr 1,March,19,0.00%,0.00%
2022,Qtr 1,March,20,4.35%,0.00%
2022,Qtr 1,March,21,4.76%,2.38%
2022,Qtr 1,March,22,2.56%,2.56%
2022,Qtr 1,March,23,0.00%,3.70%
2022,Qtr 1,March,24,2.63%,0.00%
2022,Qtr 1,March,25,3.17%,0.00%
2022,Qtr 1,March,26,0.00%,0.00%
2022,Qtr 1,March,27,0.00%,0.00%
2022,Qtr 1,March,28,8.57%,5.71%
2022,Qtr 1,March,29,6.67%,0.00%
2022,Qtr 1,March,30,11.76%,0.00%
2022,Qtr 1,March,31,0.00%,0.00%
2022,Qtr 2,April,1,8.00%,0.00%
2022,Qtr 2,April,2,0.00%,0.00%
2022,Qtr 2,April,3,0.00%,0.00%
2022,Qtr 2,April,4,2.27%,0.00%
2022,Qtr 2,April,5,1.89%,1.89%
2022,Qtr 2,April,6,0.00%,19.23%
2022,Qtr 2,April,7,0.00%,0.00%
2022,Qtr 2,April,8,0.00%,6.25%
2022,Qtr 2,April,9,0.00%,0.00%
2022,Qtr 2,April,10,0.00%,0.00%
2022,Qtr 2,April,11,0.00%,1.92%
2022,Qtr 2,April,12,2.70%,5.41%
2022,Qtr 2,April,13,0.00%,2.63%
2022,Qtr 2,April,14,3.13%,9.38%
2022,Qtr 2,April,15,9.09%,4.55%
2022,Qtr 2,April,16,0.00%,0.00%
2022,Qtr 2,April,17,0.00%,0.00%
2022,Qtr 2,April,18,1.67%,3.33%
2022,Qtr 2,April,19,0.00%,0.00%
2022,Qtr 2,April,20,0.00%,2.04%
2022,Qtr 2,April,21,0.00%,0.00%
2022,Qtr 2,April,22,0.00%,0.00%
2022,Qtr 2,April,23,4.35%,0.00%
2022,Qtr 2,April,24,0.00%,0.00%
2022,Qtr 2,April,25,0.00%,2.00%
2022,Qtr 2,April,26,0.00%,0.00%
2022,Qtr 2,April,27,4.26%,2.13%
2022,Qtr 2,April,28,0.00%,4.35%
2022,Qtr 2,April,29,2.86%,2.86%
2022,Qtr 2,April,30,2.38%,0.00%
2022,Qtr 2,May,1,0.00%,0.00%
2022,Qtr 2,May,2,4.23%,2.82%
2022,Qtr 2,May,3,6.25%,1.56%
2022,Qtr 2,May,4,2.56%,0.00%
2022,Qtr 2,May,5,8.33%,0.00%
2022,Qtr 2,May,6,0.00%,0.00%
2022,Qtr 2,May,7,2.78%,0.00%
2022,Qtr 2,May,8,0.00%,0.00%
2022,Qtr 2,May,9,8.33%,0.00%
2022,Qtr 2,May,10,4.55%,4.55%
2022,Qtr 2,May,11,6.98%,0.00%
2022,Qtr 2,May,12,5.71%,1.43%
2022,Qtr 2,May,13,0.00%,0.00%
2022,Qtr 2,May,14,2.22%,0.00%
2022,Qtr 2,May,15,0.00%,0.00%
2022,Qtr 2,May,16,6.15%,0.00%
2022,Qtr 2,May,17,5.00%,5.00%
2022,Qtr 2,May,18,0.00%,0.00%
2022,Qtr 2,May,19,3.57%,0.00%
2022,Qtr 2,May,20,3.85%,0.00%
2022,Qtr 2,May,21,0.00%,0.00%
2022,Qtr 2,May,22,0.00%,0.00%
2022,Qtr 2,May,23,4.35%,0.00%
2022,Qtr 2,May,24,2.78%,2.78%
2022,Qtr 2,May,25,0.00%,8.00%
2022,Qtr 2,May,26,0.00%,0.00%
2022,Qtr 2,May,27,0.00%,2.78%
2022,Qtr 2,May,28,0.00%,0.00%
2022,Qtr 2,May,29,0.00%,0.00%
2022,Qtr 2,May,30,0.00%,0.00%
2022,Qtr 2,May,31,1.96%,1.96%
2022,Qtr 2,June,1,5.41%,0.00%
2022,Qtr 2,June,2,10.00%,0.00%
2022,Qtr 2,June,3,0.00%,3.03%
2022,Qtr 2,June,4,0.00%,0.00%
2022,Qtr 2,June,5,0.00%,0.00%
2022,Qtr 2,June,6,4.08%,2.04%
2022,Qtr 2,June,7,2.00%,4.00%
2022,Qtr 2,June,8,7.55%,3.77%
2022,Qtr 2,June,9,2.63%,5.26%
2022,Qtr 2,June,10,0.00%,0.00%
2022,Qtr 2,June,11,0.00%,0.00%
2022,Qtr 2,June,12,0.00%,0.00%
2022,Qtr 2,June,13,0.00%,2.56%
2022,Qtr 2,June,14,0.00%,3.64%
2022,Qtr 2,June,15,4.65%,9.30%
2022,Qtr 2,June,16,3.03%,6.06%
2022,Qtr 2,June,17,0.00%,0.00%
2022,Qtr 2,June,18,0.00%,0.00%
2022,Qtr 2,June,19,0.00%,0.00%
2022,Qtr 2,June,20,0.00%,0.00%
2022,Qtr 2,June,21,0.00%,5.00%
2022,Qtr 2,June,22,0.00%,0.00%
2022,Qtr 2,June,23,2.70%,5.41%
